25-Dec,10:00pm,1419562800000,3,CBS,Elementary
25-Dec,10:15pm,1419563700000,3,CBS,Elementary
25-Dec,10:30pm,1419564600000,3,CBS,Elementary
25-Dec,10:45pm,1419565500000,3,CBS,Elementary
25-Dec,11:00pm,1419566400000,3,CBS,News
25-Dec,11:15pm,1419567300000,3,CBS,News
25-Dec,11:30pm,1419568200000,3,CBS,Late Show
25-Dec,11:45pm,1419569100000,3,CBS,Late Show
25-Dec,12:00am,1419570000000,3,CBS,Late Show
25-Dec,8:00pm,1419555600000,6,ABC,Dr. Seuss' How the Grinch Stole Christmas
25-Dec,8:15pm,1419556500000,6,ABC,Dr. Seuss' How the Grinch Stole Christmas
25-Dec,8:30pm,1419557400000,6,ABC,How the Grinch Stole Christmas
25-Dec,8:45pm,1419558300000,6,ABC,How the Grinch Stole Christmas
25-Dec,9:00pm,1419559200000,6,ABC,How the Grinch Stole Christmas
25-Dec,9:15pm,1419560100000,6,ABC,How the Grinch Stole Christmas
25-Dec,9:30pm,1419561000000,6,ABC,How the Grinch Stole Christmas
25-Dec,9:45pm,1419561900000,6,ABC,How the Grinch Stole Christmas
25-Dec,10:00pm,1419562800000,6,ABC,How the Grinch Stole Christmas
25-Dec,10:15pm,1419563700000,6,ABC,How the Grinch Stole Christmas
25-Dec,10:30pm,1419564600000,6,ABC,How the Grinch Stole Christmas
25-Dec,10:45pm,1419565500000,6,ABC,How the Grinch Stole Christmas
25-Dec,11:00pm,1419566400000,6,ABC,News
25-Dec,11:15pm,1419567300000,6,ABC,News
25-Dec,11:30pm,1419568200000,6,ABC,Jimmy Kimmel Live
25-Dec,11:45pm,1419569100000,6,ABC,Jimmy Kimmel Live
25-Dec,12:00am,1419570000000,6,ABC,Jimmy Kimmel Live
26-Dec,8:00pm,1419642000000,10,NBC,Caught on Camera
26-Dec,8:15pm,1419642900000,10,NBC,Caught on Camera
26-Dec,8:30pm,1419643800000,10,NBC,Caught on Camera
26-Dec,8:45pm,1419644700000,10,NBC,Caught on Camera
26-Dec,9:00pm,1419645600000,10,NBC,Dateline NBC
26-Dec,9:15pm,1419646500000,10,NBC,Dateline NBC
26-Dec,9:30pm,1419647400000,10,NBC,Dateline NBC
26-Dec,9:45pm,1419648300000,10,NBC,Dateline NBC
26-Dec,10:00pm,1419649200000,10,NBC,Dateline NBC
26-Dec,10:15pm,1419650100000,10,NBC,Dateline NBC
26-Dec,10:30pm,1419651000000,10,NBC,Dateline NBC
26-Dec,10:45pm,1419651900000,10,NBC,Dateline NBC
26-Dec,11:00pm,1419652800000,10,NBC,News
26-Dec,11:15pm,1419653700000,10,NBC,News
26-Dec,11:30pm,1419654600000,10,NBC,The Tonight Show
26-Dec,11:45pm,1419655500000,10,NBC,The Tonight Show
26-Dec,12:00am,1419656400000,10,NBC,The Tonight Show
26-Dec,8:00pm,1419642000000,3,CBS,Now That's Funny!
26-Dec,8:15pm,1419642900000,3,CBS,Now That's Funny!
26-Dec,8:30pm,1419643800000,3,CBS,Now That's Funny!
26-Dec,8:45pm,1419644700000,3,CBS,Now That's Funny!
26-Dec,9:00pm,1419645600000,3,CBS,Now That's Funny!
26-Dec,9:15pm,1419646500000,3,CBS,Now That's Funny!
26-Dec,9:30pm,1419647400000,3,CBS,Mom
26-Dec,9:45pm,1419648300000,3,CBS,Mom
26-Dec,10:00pm,1419649200000,3,CBS,Blue Bloods
26-Dec,10:15pm,1419650100000,3,CBS,Blue Bloods
26-Dec,10:30pm,1419651000000,3,CBS,Blue Bloods
26-Dec,10:45pm,1419651900000,3,CBS,Blue Bloods
26-Dec,11:00pm,1419652800000,3,CBS,News
26-Dec,11:15pm,1419653700000,3,CBS,News
26-Dec,11:30pm,1419654600000,3,CBS,Late Show
26-Dec,11:45pm,1419655500000,3,CBS,Late Show
26-Dec,12:00am,1419656400000,3,CBS,Late Show
26-Dec,8:00pm,1419642000000,6,ABC,Last Man Standing
26-Dec,8:15pm,1419642900000,6,ABC,Last Man Standing
26-Dec,8:30pm,1419643800000,6,ABC,Cristela
26-Dec,8:45pm,1419644700000,6,ABC,Cristela
26-Dec,9:00pm,1419645600000,6,ABC,Shark Tank
26-Dec,9:15pm,1419646500000,6,ABC,Shark Tank
26-Dec,9:30pm,1419647400000,6,ABC,Shark Tank
26-Dec,9:45pm,1419648300000,6,ABC,Shark Tank
26-Dec,10:00pm,1419649200000,6,ABC,20/20
26-Dec,10:15pm,1419650100000,6,ABC,20/20
26-Dec,10:30pm,1419651000000,6,ABC,20/20
26-Dec,10:45pm,1419651900000,6,ABC,20/20
26-Dec,11:00pm,1419652800000,6,ABC,News
26-Dec,11:15pm,1419653700000,6,ABC,News
26-Dec,11:30pm,1419654600000,6,ABC,Jimmy Kimmel Live
26-Dec,11:45pm,1419655500000,6,ABC,Jimmy Kimmel Live
26-Dec,12:00am,1419656400000,6,ABC,Jimmy Kimmel Live
27-Dec,8:00pm,1419728400000,10,NBC,WWE Tribute to the Troops
27-Dec,8:15pm,1419729300000,10,NBC,WWE Tribute to the Troops
27-Dec,8:30pm,1419730200000,10,NBC,WWE Tribute to the Troops
27-Dec,8:45pm,1419731100000,10,NBC,WWE Tribute to the Troops
27-Dec,9:00pm,1419732000000,10,NBC,Law & Order: SVU
27-Dec,9:15pm,1419732900000,10,NBC,Law & Order: SVU
27-Dec,9:30pm,1419733800000,10,NBC,Law & Order: SVU
27-Dec,9:45pm,1419734700000,10,NBC,Law & Order: SVU
27-Dec,10:00pm,1419735600000,10,NBC,Saturday Night Live
27-Dec,10:15pm,1419736500000,10,NBC,Saturday Night Live
27-Dec,10:30pm,1419737400000,10,NBC,Saturday Night Live
27-Dec,10:45pm,1419738300000,10,NBC,Saturday Night Live
27-Dec,11:00pm,1419739200000,10,NBC,News
27-Dec,11:15pm,1419740100000,10,NBC,News
27-Dec,11:30pm,1419741000000,10,NBC,Saturday Night Live
27-Dec,11:45pm,1419741900000,10,NBC,Saturday Night Live
27-Dec,12:00am,1419742800000,10,NBC,Saturday Night Live
27-Dec,8:00pm,1419728400000,3,CBS,Hawaii Five-0
27-Dec,8:15pm,1419729300000,3,CBS,Hawaii Five-0
27-Dec,8:30pm,1419730200000,3,CBS,Hawaii Five-0
27-Dec,8:45pm,1419731100000,3,CBS,Hawaii Five-0
27-Dec,9:00pm,1419732000000,3,CBS,48 Hours
27-Dec,9:15pm,1419732900000,3,CBS,48 Hours
27-Dec,9:30pm,1419733800000,3,CBS,48 Hours
27-Dec,9:45pm,1419734700000,3,CBS,48 Hours
27-Dec,10:00pm,1419735600000,3,CBS,48 Hours
27-Dec,10:15pm,1419736500000,3,CBS,48 Hours
27-Dec,10:30pm,1419737400000,3,CBS,48 Hours
27-Dec,10:45pm,1419738300000,3,CBS,48 Hours
27-Dec,11:00pm,1419739200000,3,CBS,News
27-Dec,11:15pm,1419740100000,3,CBS,News
27-Dec,11:30pm,1419741000000,3,CBS,Blue Bloods
27-Dec,11:45pm,1419741900000,3,CBS,Blue Bloods
27-Dec,12:00am,1419742800000,3,CBS,Blue Bloods
27-Dec,8:00pm,1419728400000,6,ABC,Norbit
27-Dec,8:15pm,1419729300000,6,ABC,Norbit
27-Dec,8:30pm,1419730200000,6,ABC,Norbit
27-Dec,8:45pm,1419731100000,6,ABC,Norbit
27-Dec,9:00pm,1419732000000,6,ABC,Norbit
27-Dec,9:15pm,1419732900000,6,ABC,Norbit
27-Dec,9:30pm,1419733800000,6,ABC,Norbit
27-Dec,9:45pm,1419734700000,6,ABC,Norbit
27-Dec,10:00pm,1419735600000,6,ABC,20/20
27-Dec,10:15pm,1419736500000,6,ABC,20/20
27-Dec,10:30pm,1419737400000,6,ABC,20/20
27-Dec,10:45pm,1419738300000,6,ABC,20/20
27-Dec,11:00pm,1419739200000,6,ABC,News
27-Dec,11:15pm,1419740100000,6,ABC,News
27-Dec,11:30pm,1419741000000,6,ABC,Inside the Eagles
27-Dec,11:45pm,1419741900000,6,ABC,Inside the Eagles
27-Dec,12:00am,1419742800000,6,ABC,Castle
28-Dec,8:00pm,1419814800000,10,NBC,Football Night in America
28-Dec,8:15pm,1419815700000,10,NBC,Football Night in America
28-Dec,8:30pm,1419816600000,10,NBC,NFL Football
28-Dec,8:45pm,1419817500000,10,NBC,NFL Football
28-Dec,9:00pm,1419818400000,10,NBC,NFL Football
28-Dec,9:15pm,1419819300000,10,NBC,NFL Football
28-Dec,9:30pm,1419820200000,10,NBC,NFL Football
28-Dec,9:45pm,1419821100000,10,NBC,NFL Football
28-Dec,10:00pm,1419822000000,10,NBC,NFL Football
28-Dec,10:15pm,1419822900000,10,NBC,NFL Football
28-Dec,10:30pm,1419823800000,10,NBC,NFL Football
28-Dec,10:45pm,1419824700000,10,NBC,NFL Football
28-Dec,11:00pm,1419825600000,10,NBC,NFL Football
28-Dec,11:15pm,1419826500000,10,NBC,NFL Football
28-Dec,11:30pm,1419827400000,10,NBC,News
28-Dec,11:45pm,1419828300000,10,NBC,News
28-Dec,12:00am,1419829200000,10,NBC,News
28-Dec,8:00pm,1419814800000,3,CBS,60 Minutes
28-Dec,8:15pm,1419815700000,3,CBS,60 Minutes
28-Dec,8:30pm,1419816600000,3,CBS,Undercover Boss
28-Dec,8:45pm,1419817500000,3,CBS,Undercover Boss
28-Dec,9:00pm,1419818400000,3,CBS,Undercover Boss
28-Dec,9:15pm,1419819300000,3,CBS,Undercover Boss
28-Dec,9:30pm,1419820200000,3,CBS,The Mentalist
28-Dec,9:45pm,1419821100000,3,CBS,The Mentalist
28-Dec,10:00pm,1419822000000,3,CBS,The Mentalist
28-Dec,10:15pm,1419822900000,3,CBS,The Mentalist
28-Dec,10:30pm,1419823800000,3,CBS,CSI:  Crime Scene Investigation
28-Dec,10:45pm,1419824700000,3,CBS,CSI:  Crime Scene Investigation
28-Dec,11:00pm,1419825600000,3,CBS,CSI:  Crime Scene Investigation
28-Dec,11:15pm,1419826500000,3,CBS,CSI:  Crime Scene Investigation
28-Dec,11:30pm,1419827400000,3,CBS,News
28-Dec,11:45pm,1419828300000,3,CBS,News
28-Dec,12:00am,1419829200000,3,CBS,Sports Zone
28-Dec,8:00pm,1419814800000,6,ABC,Revenge
28-Dec,8:15pm,1419815700000,6,ABC,Revenge
28-Dec,8:30pm,1419816600000,6,ABC,Revenge
28-Dec,8:45pm,1419817500000,6,ABC,Revenge
28-Dec,9:00pm,1419818400000,6,ABC,Revenge
28-Dec,9:15pm,1419819300000,6,ABC,Revenge
28-Dec,9:30pm,1419820200000,6,ABC,Revenge
28-Dec,9:45pm,1419821100000,6,ABC,Revenge
28-Dec,10:00pm,1419822000000,6,ABC,Revenge
28-Dec,10:15pm,1419822900000,6,ABC,Revenge
28-Dec,10:30pm,1419823800000,6,ABC,Revenge
28-Dec,10:45pm,1419824700000,6,ABC,Revenge
28-Dec,11:00pm,1419825600000,6,ABC,News
28-Dec,11:15pm,1419826500000,6,ABC,News
28-Dec,11:30pm,1419827400000,6,ABC,Eagles Game Day Final
28-Dec,11:45pm,1419828300000,6,ABC,Eagles Game Day Final
28-Dec,12:00am,1419829200000,6,ABC,Hachi:  A Dog's Tale
29-Dec,8:00pm,1419901200000,10,NBC,State of Affairs
29-Dec,8:15pm,1419902100000,10,NBC,State of Affairs
29-Dec,8:30pm,1419903000000,10,NBC,State of Affairs
29-Dec,8:45pm,1419903900000,10,NBC,State of Affairs
29-Dec,9:00pm,1419904800000,10,NBC,State of Affairs
29-Dec,9:15pm,1419905700000,10,NBC,State of Affairs
29-Dec,9:30pm,1419906600000,10,NBC,State of Affairs
29-Dec,9:45pm,1419907500000,10,NBC,State of Affairs
29-Dec,10:00pm,1419908400000,10,NBC,State of Affairs
29-Dec,10:15pm,1419909300000,10,NBC,State of Affairs
29-Dec,10:30pm,1419910200000,10,NBC,State of Affairs
29-Dec,10:45pm,1419911100000,10,NBC,State of Affairs
29-Dec,11:00pm,1419912000000,10,NBC,News
29-Dec,11:15pm,1419912900000,10,NBC,News
29-Dec,11:30pm,1419913800000,10,NBC,The Tonight Show
29-Dec,11:45pm,1419914700000,10,NBC,The Tonight Show
29-Dec,12:00am,1419915600000,10,NBC,The Tonight Show
29-Dec,8:00pm,1419901200000,3,CBS,2 Broke Girls
29-Dec,8:15pm,1419902100000,3,CBS,2 Broke Girls
29-Dec,8:30pm,1419903000000,3,CBS,Mike & Molly
29-Dec,8:45pm,1419903900000,3,CBS,Mike & Molly
29-Dec,9:00pm,1419904800000,3,CBS,Scorpion
29-Dec,9:15pm,1419905700000,3,CBS,Scorpion
29-Dec,9:30pm,1419906600000,3,CBS,Scorpion
29-Dec,9:45pm,1419907500000,3,CBS,Scorpion
29-Dec,10:00pm,1419908400000,3,CBS,NCIS:  Los Angeles
29-Dec,10:15pm,1419909300000,3,CBS,NCIS:  Los Angeles
29-Dec,10:30pm,1419910200000,3,CBS,NCIS:  Los Angeles
29-Dec,10:45pm,1419911100000,3,CBS,NCIS:  Los Angeles
29-Dec,11:00pm,1419912000000,3,CBS,News
29-Dec,11:15pm,1419912900000,3,CBS,News
29-Dec,11:30pm,1419913800000,3,CBS,Late Show
29-Dec,11:45pm,1419914700000,3,CBS,Late Show
29-Dec,12:00am,1419915600000,3,CBS,Late Show
29-Dec,8:00pm,1419901200000,6,ABC,Happy New Year Charlie Brown
29-Dec,8:15pm,1419902100000,6,ABC,Happy New Year Charlie Brown
29-Dec,8:30pm,1419903000000,6,ABC,Happy New Year Charlie Brown
29-Dec,8:45pm,1419903900000,6,ABC,Happy New Year Charlie Brown
29-Dec,9:00pm,1419904800000,6,ABC,Rudolph's Shiny New Year
29-Dec,9:15pm,1419905700000,6,ABC,Rudolph's Shiny New Year
29-Dec,9:30pm,1419906600000,6,ABC,Rudolph's Shiny New Year
29-Dec,9:45pm,1419907500000,6,ABC,Rudolph's Shiny New Year
29-Dec,10:00pm,1419908400000,6,ABC,Castle
29-Dec,10:15pm,1419909300000,6,ABC,Castle
29-Dec,10:30pm,1419910200000,6,ABC,Castle
29-Dec,10:45pm,1419911100000,6,ABC,Castle
29-Dec,11:00pm,1419912000000,6,ABC,News
29-Dec,11:15pm,1419912900000,6,ABC,News
29-Dec,11:30pm,1419913800000,6,ABC,Jimmy Kimmel Live
29-Dec,11:45pm,1419914700000,6,ABC,Jimmy Kimmel Live
29-Dec,12:00am,1419915600000,6,ABC,Jimmy Kimmel Live
